time_period,UK
1/27/1995,1.5885
1/30/1995,1.5935
1/31/1995,1.5815
2/1/1995,1.5805
2/2/1995,1.583
2/3/1995,1.5643
2/6/1995,1.56
2/7/1995,1.557
2/8/1995,1.5523
2/9/1995,1.5565
2/10/1995,1.5627
2/13/1995,1.5635
2/14/1995,1.5575
2/15/1995,1.5605
2/16/1995,1.5775
2/17/1995,1.5765
2/20/1995,
2/21/1995,1.5815
2/22/1995,1.586
2/23/1995,1.593
2/24/1995,1.5885
2/27/1995,1.5835
2/28/1995,1.584
3/1/1995,1.5843
3/2/1995,1.591
3/3/1995,1.621
3/6/1995,1.633
3/7/1995,1.644
3/8/1995,1.619
3/9/1995,1.6152
3/10/1995,1.5802
3/13/1995,1.5968
3/14/1995,1.5855
3/15/1995,1.603
3/16/1995,1.586
3/17/1995,1.582
3/20/1995,1.5805
3/21/1995,1.5855
3/22/1995,1.586
3/23/1995,1.5923
3/24/1995,1.588
3/27/1995,1.5955
3/28/1995,1.61
3/29/1995,1.608
3/30/1995,1.5985
3/31/1995,1.619
4/3/1995,1.616
4/4/1995,1.6015
4/5/1995,1.6065
4/6/1995,1.6058
4/7/1995,1.6015
4/10/1995,1.594
4/11/1995,1.5945
4/12/1995,1.59
4/13/1995,1.6068
4/14/1995,1.602
4/17/1995,1.6195
4/18/1995,1.614
4/19/1995,1.616
4/20/1995,1.6127
4/21/1995,1.61
4/24/1995,1.6055
4/25/1995,1.6135
4/26/1995,1.6105
4/27/1995,1.6162
4/28/1995,1.6091
5/1/1995,1.618
5/2/1995,1.6125
5/3/1995,1.6172
5/4/1995,1.6185
5/5/1995,1.599
5/8/1995,1.608
5/9/1995,1.5885
5/10/1995,1.5815
5/11/1995,1.5576
5/12/1995,1.571
5/15/1995,1.5652
5/16/1995,1.569
5/17/1995,1.5685
5/18/1995,1.5625
5/19/1995,1.5735
5/22/1995,1.575
5/23/1995,1.566
5/24/1995,1.5755
5/25/1995,1.6037
5/26/1995,1.604
5/29/1995,
5/30/1995,1.601
5/31/1995,1.5865
6/1/1995,1.5945
6/2/1995,1.586
6/5/1995,1.5955
6/6/1995,1.59
6/7/1995,1.5942
6/8/1995,1.592
6/9/1995,1.5945
6/12/1995,1.595
6/13/1995,1.5955
6/14/1995,1.6085
6/15/1995,1.5955
6/16/1995,1.607
6/19/1995,1.5995
6/20/1995,1.603
6/21/1995,1.6049
6/22/1995,1.5998
6/23/1995,1.6045
6/26/1995,1.5855
6/27/1995,1.5845
6/28/1995,1.574
6/29/1995,1.5915
6/30/1995,1.5905
7/3/1995,1.5972
7/4/1995,
7/5/1995,1.595
7/6/1995,1.5985
7/7/1995,1.5945
7/10/1995,1.5905
7/11/1995,1.588
7/12/1995,1.5915
7/13/1995,1.6005
7/14/1995,1.5945
7/17/1995,1.5945
7/18/1995,1.5962
7/19/1995,1.5955
7/20/1995,1.597
7/21/1995,1.594
7/24/1995,1.5976
7/25/1995,1.5879
7/26/1995,1.5956
7/27/1995,1.5964
7/28/1995,1.6003
7/31/1995,1.598
8/1/1995,1.5992
8/2/1995,1.5995
8/3/1995,1.6068
8/4/1995,1.6073
8/7/1995,1.6018
8/8/1995,1.601
8/9/1995,1.6002
8/10/1995,1.5888
8/11/1995,1.5776
8/14/1995,1.574
8/15/1995,1.5553
8/16/1995,1.5515
8/17/1995,1.5345
8/18/1995,1.543
8/21/1995,1.5405
8/22/1995,1.5355
8/23/1995,1.5415
8/24/1995,1.5432
8/25/1995,1.5418
8/28/1995,1.5525
8/29/1995,1.5453
8/30/1995,1.544
8/31/1995,1.5515
9/1/1995,1.5533
9/4/1995,
9/5/1995,1.5565
9/6/1995,1.5501
9/7/1995,1.55
9/8/1995,1.5482
9/11/1995,1.5483
9/12/1995,1.5545
9/13/1995,1.548
9/14/1995,1.5505
9/15/1995,1.552
9/18/1995,1.546
9/19/1995,1.546
9/20/1995,1.5525
9/21/1995,1.5695
9/22/1995,1.5795
9/25/1995,1.5715
9/26/1995,1.5708
9/27/1995,1.5722
9/28/1995,1.5805
9/29/1995,1.5795
10/2/1995,1.5909
10/3/1995,1.5808
10/4/1995,1.5837
10/5/1995,1.584
10/6/1995,1.5812
10/9/1995,
10/10/1995,1.5778
10/11/1995,1.573
10/12/1995,1.5735
10/13/1995,1.5725
10/16/1995,1.575
10/17/1995,1.574
10/18/1995,1.5695
10/19/1995,1.5725
10/20/1995,1.5759
10/23/1995,1.58
10/24/1995,1.581
10/25/1995,1.5795
10/26/1995,1.574
10/27/1995,1.5795
10/30/1995,1.5775
10/31/1995,1.5807
11/1/1995,1.5778
11/2/1995,1.5813
11/3/1995,1.5805
11/6/1995,1.5793
11/7/1995,1.5778
11/8/1995,1.5805
11/9/1995,1.5794
11/10/1995,1.5753
11/13/1995,1.5555
11/14/1995,1.5605
11/15/1995,1.558
11/16/1995,1.5558
11/17/1995,1.5505
11/20/1995,1.5495
11/21/1995,1.5583
11/22/1995,1.565
11/23/1995,
11/24/1995,1.56
11/27/1995,1.5505
11/28/1995,1.548
11/29/1995,1.5383
11/30/1995,1.5302
12/1/1995,1.536
12/4/1995,1.536
12/5/1995,1.541
12/6/1995,1.5422
12/7/1995,1.5353
12/8/1995,1.5329
12/11/1995,1.5348
12/12/1995,1.5313
12/13/1995,1.5325
12/14/1995,1.541
12/15/1995,1.5395
12/18/1995,1.539
12/19/1995,1.542
12/20/1995,1.5373
12/21/1995,1.5388
12/22/1995,1.5425
12/25/1995,
12/26/1995,1.5555
12/27/1995,1.56
12/28/1995,1.539
12/29/1995,1.5535
1/1/1996,
1/2/1996,1.5565
1/3/1996,1.5517
1/4/1996,1.5463
1/5/1996,1.552
1/8/1996,1.5495
1/9/1996,1.5475
1/10/1996,1.5456
1/11/1996,1.5445
1/12/1996,1.5487
1/15/1996,
1/16/1996,1.538
1/17/1996,1.5255
1/18/1996,1.5228
1/19/1996,1.5093
1/22/1996,1.5135
1/23/1996,1.5135
1/24/1996,1.5092
1/25/1996,1.5075
1/26/1996,1.503
1/29/1996,1.5063
1/30/1996,1.5037
1/31/1996,1.5096
2/1/1996,1.5132
2/2/1996,1.519
2/5/1996,1.5352
2/6/1996,1.5402
2/7/1996,1.5365
2/8/1996,1.5374
2/9/1996,1.5318
2/12/1996,1.5308
2/13/1996,1.534
2/14/1996,1.5371
2/15/1996,1.5385
2/16/1996,1.5487
2/19/1996,
2/20/1996,1.5445
2/21/1996,1.5425
2/22/1996,1.5435
2/23/1996,1.541
2/26/1996,1.54
2/27/1996,1.5398
2/28/1996,1.5335
2/29/1996,1.532
3/1/1996,1.5273
3/4/1996,1.5284
3/5/1996,1.529
3/6/1996,1.529
3/7/1996,1.53
3/8/1996,1.524
3/11/1996,1.5238
3/12/1996,1.5213
3/13/1996,1.5225
3/14/1996,1.5231
3/15/1996,1.525
3/18/1996,1.53
3/19/1996,1.5327
3/20/1996,1.5376
3/21/1996,1.536
3/22/1996,1.5334
3/25/1996,1.523
3/26/1996,1.524
3/27/1996,1.5181
3/28/1996,1.5239
3/29/1996,1.5262
4/1/1996,1.5244
4/2/1996,1.5248
4/3/1996,1.526
4/4/1996,1.5295
4/5/1996,1.5287
4/8/1996,1.531
4/9/1996,1.5243
4/10/1996,1.5115
4/11/1996,1.5125
4/12/1996,1.5123
4/15/1996,1.5085
4/16/1996,1.5071
4/17/1996,1.507
4/18/1996,1.51
4/19/1996,1.5168
4/22/1996,1.5112
4/23/1996,1.5161
4/24/1996,1.5138
4/25/1996,1.5127
4/26/1996,1.5103
4/29/1996,1.5094
4/30/1996,1.505
5/1/1996,1.4948
5/2/1996,1.503
5/3/1996,1.5042
5/6/1996,1.5072
5/7/1996,1.5125
5/8/1996,1.5215
5/9/1996,1.522
5/10/1996,1.5223
5/13/1996,1.5145
5/14/1996,1.5149
5/15/1996,1.513
5/16/1996,1.5133
5/17/1996,1.515
5/20/1996,1.513
5/21/1996,1.5115
5/22/1996,1.5103
5/23/1996,1.5134
5/24/1996,1.511
5/27/1996,
5/28/1996,1.5127
5/29/1996,1.5211
5/30/1996,1.5345
5/31/1996,1.5495
6/3/1996,1.5515
6/4/1996,1.5485
6/5/1996,1.5474
6/6/1996,1.5405
6/7/1996,1.541
6/10/1996,1.5322
6/11/1996,1.5355
6/12/1996,1.5345
6/13/1996,1.532
6/14/1996,1.5358
6/17/1996,1.545
6/18/1996,1.5435
6/19/1996,1.5433
6/20/1996,1.5418
6/21/1996,1.5383
6/24/1996,1.54
6/25/1996,1.5405
6/26/1996,1.5414
6/27/1996,1.5462
6/28/1996,1.5529
7/1/1996,1.5545
7/2/1996,1.5583
7/3/1996,1.5587
7/4/1996,
7/5/1996,1.5522
7/8/1996,1.553
7/9/1996,1.5495
7/10/1996,1.5504
7/11/1996,1.5555
7/12/1996,1.5525
7/15/1996,1.55
7/16/1996,1.5585
7/17/1996,1.5432
7/18/1996,1.5479
7/19/1996,1.5466
7/22/1996,1.5512
7/23/1996,1.5515
7/24/1996,1.5525
7/25/1996,1.5572
7/26/1996,1.5545
7/29/1996,1.557
7/30/1996,1.5558
7/31/1996,1.5556
8/1/1996,1.5572
8/2/1996,1.5418
8/5/1996,1.5442
8/6/1996,1.5375
8/7/1996,1.5418
8/8/1996,1.5497
8/9/1996,1.549
8/12/1996,1.5505
8/13/1996,1.5499
8/14/1996,1.5483
8/15/1996,1.5504
8/16/1996,1.5468
8/19/1996,1.5444
8/20/1996,1.5473
8/21/1996,1.5497
8/22/1996,1.5508
8/23/1996,1.553
8/26/1996,1.5553
8/27/1996,1.553
8/28/1996,1.5593
8/29/1996,1.5563
8/30/1996,1.5612
9/2/1996,
9/3/1996,1.5671
9/4/1996,1.567
9/5/1996,1.5667
9/6/1996,1.5607
9/9/1996,1.5582
9/10/1996,1.5569
9/11/1996,1.555
9/12/1996,1.5538
9/13/1996,1.5544
9/16/1996,1.5566
9/17/1996,1.5545
9/18/1996,1.5602
9/19/1996,1.5515
9/20/1996,1.5555
9/23/1996,1.5568
9/24/1996,1.558
9/25/1996,1.5633
9/26/1996,1.5613
9/27/1996,1.563
9/30/1996,1.5653
10/1/1996,1.564
10/2/1996,1.5685
10/3/1996,1.5661
10/4/1996,1.5623
10/7/1996,1.5635
10/8/1996,1.5631
10/9/1996,1.5642
10/10/1996,1.5651
10/11/1996,1.5755
10/14/1996,
10/15/1996,1.5823
10/16/1996,1.5835
10/17/1996,1.5863
10/18/1996,1.5903
10/21/1996,1.5916
10/22/1996,1.5953
10/23/1996,1.5968
10/24/1996,1.5918
10/25/1996,1.6062
10/28/1996,1.6122
10/29/1996,1.6099
10/30/1996,1.6326
10/31/1996,1.6278
11/1/1996,1.6358
11/4/1996,1.6435
11/5/1996,1.645
11/6/1996,1.64
11/7/1996,1.6475
11/8/1996,1.647
11/11/1996,
11/12/1996,1.647
11/13/1996,1.655
11/14/1996,1.6653
11/15/1996,1.6646
11/18/1996,1.67
11/19/1996,1.676
11/20/1996,1.678
11/21/1996,1.6887
11/22/1996,1.68
11/25/1996,1.6695
11/26/1996,1.673
11/27/1996,1.676
11/28/1996,
11/29/1996,1.682
12/2/1996,1.684
12/3/1996,1.642
12/4/1996,1.6387
12/5/1996,1.6268
12/6/1996,1.6415
12/9/1996,1.6475
12/10/1996,1.6505
12/11/1996,1.658
12/12/1996,1.657
12/13/1996,1.6603
12/16/1996,1.6622
12/17/1996,1.672
12/18/1996,1.6722
12/19/1996,1.6525
12/20/1996,1.667
12/23/1996,1.6715
12/24/1996,1.6715
12/25/1996,
12/26/1996,1.6726
12/27/1996,1.6917
12/30/1996,1.6908
12/31/1996,1.7123
1/1/1997,
1/2/1997,1.687
1/3/1997,1.69
1/6/1997,1.685
1/7/1997,1.695
1/8/1997,1.6871
1/9/1997,1.6945
1/10/1997,1.6814
1/13/1997,1.6713
1/14/1997,1.6695
1/15/1997,1.6785
1/16/1997,1.6762
1/17/1997,1.6602
1/20/1997,
1/21/1997,1.6632
1/22/1997,1.6534
1/23/1997,1.6285
1/24/1997,1.6283
1/27/1997,1.624
1/28/1997,1.6155
1/29/1997,1.6207
1/30/1997,1.6183
1/31/1997,1.6012
2/3/1997,1.6135
2/4/1997,1.6207
2/5/1997,1.638
2/6/1997,1.6355
2/7/1997,1.6228
2/10/1997,1.639
2/11/1997,1.644
2/12/1997,1.6338
2/13/1997,1.623
2/14/1997,1.6207
2/17/1997,
2/18/1997,1.6022
2/19/1997,1.6138
2/20/1997,1.6107
2/21/1997,1.6155
2/24/1997,1.6333
2/25/1997,1.6323
2/26/1997,1.633
2/27/1997,1.6265
2/28/1997,1.6287
3/3/1997,1.6175
3/4/1997,1.6155
3/5/1997,1.6117
3/6/1997,1.6131
3/7/1997,1.6032
3/10/1997,1.6005
3/11/1997,1.6058
3/12/1997,1.5932
3/13/1997,1.5965
3/14/1997,1.6022
3/17/1997,1.59
3/18/1997,1.589
3/19/1997,1.5968
3/20/1997,1.5948
3/21/1997,1.6015
3/24/1997,1.6171
3/25/1997,1.6172
3/26/1997,1.6276
3/27/1997,1.6312
3/28/1997,1.6315
3/31/1997,1.6448
4/1/1997,1.6485
4/2/1997,1.6425
4/3/1997,1.646
4/4/1997,1.6389
4/7/1997,1.6277
4/8/1997,1.6233
4/9/1997,1.622
4/10/1997,1.623
4/11/1997,1.6245
4/14/1997,1.6225
4/15/1997,1.6255
4/16/1997,1.6225
4/17/1997,1.631
4/18/1997,1.6315
4/21/1997,1.6353
4/22/1997,1.6362
4/23/1997,1.6213
4/24/1997,1.625
4/25/1997,1.6235
4/28/1997,1.6232
4/29/1997,1.6312
4/30/1997,1.62
5/1/1997,1.6238
5/2/1997,1.6215
5/5/1997,1.62
5/6/1997,1.6375
5/7/1997,1.6364
5/8/1997,1.62
5/9/1997,1.621
5/12/1997,1.6235
5/13/1997,1.6319
5/14/1997,1.64
5/15/1997,1.6385
5/16/1997,1.6335
5/19/1997,1.638
5/20/1997,1.6438
5/21/1997,1.6465
5/22/1997,1.6235
5/23/1997,1.6324
5/26/1997,
5/27/1997,1.629
5/28/1997,1.6382
5/29/1997,1.6405
5/30/1997,1.636
6/2/1997,1.6343
6/3/1997,1.6342
6/4/1997,1.6272
6/5/1997,1.6328
6/6/1997,1.628
6/9/1997,1.6355
6/10/1997,1.6382
6/11/1997,1.637
6/12/1997,1.6352
6/13/1997,1.637
6/16/1997,1.6357
6/17/1997,1.6385
6/18/1997,1.6384
6/19/1997,1.648
6/20/1997,1.6537
6/23/1997,1.6688
6/24/1997,1.6643
6/25/1997,1.6625
6/26/1997,1.666
6/27/1997,1.662
6/30/1997,1.665
7/1/1997,1.6574
7/2/1997,1.667
7/3/1997,1.6885
7/4/1997,
7/7/1997,1.687
7/8/1997,1.6885
7/9/1997,1.684
7/10/1997,1.6881
7/11/1997,1.6935
7/14/1997,1.6882
7/15/1997,1.6765
7/16/1997,1.6745
7/17/1997,1.675
7/18/1997,1.6761
7/21/1997,1.6776
7/22/1997,1.6744
7/23/1997,1.6779
7/24/1997,1.6729
7/25/1997,1.6628
7/28/1997,1.6292
7/29/1997,1.6275
7/30/1997,1.621
7/31/1997,1.6388
8/1/1997,1.6348
8/4/1997,1.6283
8/5/1997,1.625
8/6/1997,1.6008
8/7/1997,1.5875
8/8/1997,1.585
8/11/1997,1.5902
8/12/1997,1.5775
8/13/1997,1.5825
8/14/1997,1.5865
8/15/1997,1.609
8/18/1997,1.6088
8/19/1997,1.6035
8/20/1997,1.5923
8/21/1997,1.5905
8/22/1997,1.6081
8/25/1997,1.6052
8/26/1997,1.6121
8/27/1997,1.6103
8/28/1997,1.6158
8/29/1997,1.6203
9/1/1997,
9/2/1997,1.5897
9/3/1997,1.5846
9/4/1997,1.5855
9/5/1997,1.592
9/8/1997,1.5827
9/9/1997,1.5882
9/10/1997,1.589
9/11/1997,1.5968
9/12/1997,1.6085
9/15/1997,1.6042
9/16/1997,1.5941
9/17/1997,1.5985
9/18/1997,1.6137
9/19/1997,1.6112
9/22/1997,1.6025
9/23/1997,1.6115
9/24/1997,1.6103
9/25/1997,1.6279
9/26/1997,1.61
9/29/1997,1.6142
9/30/1997,1.6117
10/1/1997,1.6145
10/2/1997,1.6135
10/3/1997,1.613
10/6/1997,1.613
10/7/1997,1.6195
10/8/1997,1.6208
10/9/1997,1.6245
10/10/1997,1.6207
10/13/1997,
10/14/1997,1.6197
10/15/1997,1.6235
10/16/1997,1.6187
10/17/1997,1.6145
10/20/1997,1.6297
10/21/1997,1.6338
10/22/1997,1.6338
10/23/1997,1.6317
10/24/1997,1.6347
10/27/1997,1.6548
10/28/1997,1.6756
10/29/1997,1.6721
10/30/1997,1.6655
10/31/1997,1.6786
11/3/1997,1.6763
11/4/1997,1.6832
11/5/1997,1.6775
11/6/1997,1.692
11/7/1997,1.6905
11/10/1997,1.6893
11/11/1997,
11/12/1997,1.7035
11/13/1997,1.701
11/14/1997,1.6931
11/17/1997,1.6931
11/18/1997,1.6955
11/19/1997,1.6911
11/20/1997,1.6925
11/21/1997,1.6892
11/24/1997,1.69
11/25/1997,1.6805
11/26/1997,1.6735
11/27/1997,
11/28/1997,1.6885
12/1/1997,1.6825
12/2/1997,1.6817
12/3/1997,1.684
12/4/1997,1.6705
12/5/1997,1.6585
12/8/1997,1.6472
12/9/1997,1.6528
12/10/1997,1.6495
12/11/1997,1.6552
12/12/1997,1.6501
12/15/1997,1.6333
12/16/1997,1.6326
12/17/1997,1.6507
12/18/1997,1.6635
12/19/1997,1.6684
12/22/1997,1.6617
12/23/1997,1.668
12/24/1997,1.6675
12/25/1997,
12/26/1997,1.6695
12/29/1997,1.6683
12/30/1997,1.6552
12/31/1997,1.6427
1/1/1998,
1/2/1998,1.6417
1/5/1998,1.633
1/6/1998,1.6335
1/7/1998,1.6253
1/8/1998,1.6114
1/9/1998,1.6165
1/12/1998,1.6221
1/13/1998,1.6345
1/14/1998,1.6301
1/15/1998,1.63
1/16/1998,1.6337
1/19/1998,
1/20/1998,1.6271
1/21/1998,1.6264
1/22/1998,1.6498
1/23/1998,1.6687
1/26/1998,1.6525
1/27/1998,1.6474
1/28/1998,1.643
1/29/1998,1.64
1/30/1998,1.6325
2/2/1998,1.638
2/3/1998,1.6423
2/4/1998,1.658
2/5/1998,1.6545
2/6/1998,1.6475
2/9/1998,1.6338
2/10/1998,1.623
2/11/1998,1.6324
2/12/1998,1.6379
2/13/1998,1.6345
2/16/1998,
2/17/1998,1.6312
2/18/1998,1.6395
2/19/1998,1.6355
2/20/1998,1.6363
2/23/1998,1.647
2/24/1998,1.6455
2/25/1998,1.6484
2/26/1998,1.6448
2/27/1998,1.6453
3/2/1998,1.6472
3/3/1998,1.6525
3/4/1998,1.646
3/5/1998,1.645
3/6/1998,1.6325
3/9/1998,1.6364
3/10/1998,1.6381
3/11/1998,1.6467
3/12/1998,1.6561
3/13/1998,1.6658
3/16/1998,1.6682
3/17/1998,1.6743
3/18/1998,1.6711
3/19/1998,1.6678
3/20/1998,1.6643
3/23/1998,1.679
3/24/1998,1.6751
3/25/1998,1.6739
3/26/1998,1.686
3/27/1998,1.6825
3/30/1998,1.6775
3/31/1998,1.6765
4/1/1998,1.674
4/2/1998,1.6665
4/3/1998,1.6575
4/6/1998,1.6635
4/7/1998,1.6658
4/8/1998,1.6683
4/9/1998,1.6725
4/10/1998,1.6718
4/13/1998,1.6668
4/14/1998,1.684
4/15/1998,1.683
4/16/1998,1.691
4/17/1998,1.684
4/20/1998,1.6757
4/21/1998,1.6762
4/22/1998,1.6718
4/23/1998,1.6665
4/24/1998,1.6678
4/27/1998,1.6733
4/28/1998,1.6673
4/29/1998,1.6702
4/30/1998,1.6727
5/1/1998,1.6675
5/4/1998,1.666
5/5/1998,1.6605
5/6/1998,1.661
5/7/1998,1.6485
5/8/1998,1.638
5/11/1998,1.63
5/12/1998,1.6347
5/13/1998,1.6308
5/14/1998,1.6306
5/15/1998,1.6278
5/18/1998,1.6235
5/19/1998,1.6232
5/20/1998,1.6332
5/21/1998,1.6305
5/22/1998,1.6318
5/25/1998,
5/26/1998,1.6365
5/27/1998,1.6322
5/28/1998,1.6277
5/29/1998,1.6308
6/1/1998,1.6392
6/2/1998,1.6388
6/3/1998,1.6385
6/4/1998,1.6395
6/5/1998,1.6351
6/8/1998,1.6324
6/9/1998,1.6347
6/10/1998,1.6277
6/11/1998,1.6292
6/12/1998,1.6315
6/15/1998,1.6315
6/16/1998,1.6525
6/17/1998,1.662
6/18/1998,1.6705
6/19/1998,1.6735
6/22/1998,1.672
6/23/1998,1.6641
6/24/1998,1.6683
6/25/1998,1.6722
6/26/1998,1.6608
6/29/1998,1.6645
6/30/1998,1.6695
7/1/1998,1.6616
7/2/1998,1.6565
7/3/1998,1.6471
7/6/1998,1.6442
7/7/1998,1.6375
7/8/1998,1.6369
7/9/1998,1.6315
7/10/1998,1.6325
7/13/1998,1.6412
7/14/1998,1.6355
7/15/1998,1.6337
7/16/1998,1.6387
7/17/1998,1.6427
7/20/1998,1.648
7/21/1998,1.643
7/22/1998,1.642
7/23/1998,1.6474
7/24/1998,1.6594
7/27/1998,1.6565
7/28/1998,1.6485
7/29/1998,1.644
7/30/1998,1.6415
7/31/1998,1.6349
8/3/1998,1.6245
8/4/1998,1.633
8/5/1998,1.636
8/6/1998,1.6332
8/7/1998,1.629
8/10/1998,1.6328
8/11/1998,1.6295
8/12/1998,1.629
8/13/1998,1.6265
8/14/1998,1.6184
8/17/1998,1.6162
8/18/1998,1.6162
8/19/1998,1.6227
8/20/1998,1.6275
8/21/1998,1.6363
8/24/1998,1.641
8/25/1998,1.6395
8/26/1998,1.6385
8/27/1998,1.6405
8/28/1998,1.672
8/31/1998,1.676
9/1/1998,1.674
9/2/1998,1.6686
9/3/1998,1.6762
9/4/1998,1.672
9/7/1998,
9/8/1998,1.6581
9/9/1998,1.662
9/10/1998,1.6816
9/11/1998,1.6847
9/14/1998,1.6775
9/15/1998,1.6742
9/16/1998,1.6758
9/17/1998,1.684
9/18/1998,1.6835
9/21/1998,1.6845
9/22/1998,1.6837
9/23/1998,1.6798
9/24/1998,1.6945
9/25/1998,1.7023
9/28/1998,1.704
9/29/1998,1.7068
9/30/1998,1.6995
10/1/1998,1.7045
10/2/1998,1.7026
10/5/1998,1.6901
10/6/1998,1.6833
10/7/1998,1.6968
10/8/1998,1.7222
10/9/1998,1.703
10/12/1998,
10/13/1998,1.7015
10/14/1998,1.7055
10/15/1998,1.7028
10/16/1998,1.703
10/19/1998,1.6995
10/20/1998,1.706
10/21/1998,1.7005
10/22/1998,1.695
10/23/1998,1.69
10/26/1998,1.683
10/27/1998,1.6722
10/28/1998,1.672
10/29/1998,1.6758
10/30/1998,1.6735
11/2/1998,1.6652
11/3/1998,1.6577
11/4/1998,1.6588
11/5/1998,1.663
11/6/1998,1.658
11/9/1998,1.6585
11/10/1998,1.658
11/11/1998,
11/12/1998,1.6568
11/13/1998,1.6635
11/16/1998,1.6755
11/17/1998,1.6775
11/18/1998,1.672
11/19/1998,1.6677
11/20/1998,1.6542
11/23/1998,1.654
11/24/1998,1.6582
11/25/1998,1.6613
11/26/1998,
11/27/1998,1.6522
11/30/1998,1.6485
12/1/1998,1.654
12/2/1998,1.6625
12/3/1998,1.6645
12/4/1998,1.6615
12/7/1998,1.653
12/8/1998,1.654
12/9/1998,1.658
12/10/1998,1.667
12/11/1998,1.6835
12/14/1998,1.6885
12/15/1998,1.6853
12/16/1998,1.6765
12/17/1998,1.675
12/18/1998,1.6803
12/21/1998,1.68
12/22/1998,1.6775
12/23/1998,1.6767
12/24/1998,1.6723
12/25/1998,
12/28/1998,1.6745
12/29/1998,1.6836
12/30/1998,1.6665
12/31/1998,1.6628
1/1/1999,
1/4/1999,1.6581
1/5/1999,1.6566
1/6/1999,1.6547
1/7/1999,1.6495
1/8/1999,1.6405
1/11/1999,1.6375
1/12/1999,1.6308
1/13/1999,1.6493
1/14/1999,1.653
1/15/1999,1.65
1/18/1999,
1/19/1999,1.655
1/20/1999,1.6467
1/21/1999,1.6516
1/22/1999,1.656
1/25/1999,1.6563
1/26/1999,1.6585
1/27/1999,1.6485
1/28/1999,1.647
1/29/1999,1.6457
2/1/1999,1.641
2/2/1999,1.643
2/3/1999,1.6375
2/4/1999,1.6395
2/5/1999,1.637
2/8/1999,1.638
2/9/1999,1.6355
2/10/1999,1.629
2/11/1999,1.6244
2/12/1999,1.6311
2/15/1999,
2/16/1999,1.6317
2/17/1999,1.6338
2/18/1999,1.6338
2/19/1999,1.6255
2/22/1999,1.6238
2/23/1999,1.6138
2/24/1999,1.598
2/25/1999,1.606
2/26/1999,1.6027
3/1/1999,1.6058
3/2/1999,1.6135
3/3/1999,1.6134
3/4/1999,1.6065
3/5/1999,1.6073
3/8/1999,1.6085
3/9/1999,1.6148
3/10/1999,1.6267
3/11/1999,1.627
3/12/1999,1.6335
3/15/1999,1.6223
3/16/1999,1.624
3/17/1999,1.6302
3/18/1999,1.629
3/19/1999,1.6303
3/22/1999,1.628
3/23/1999,1.6372
3/24/1999,1.641
3/25/1999,1.6314
3/26/1999,1.6205
3/29/1999,1.614
3/30/1999,1.6115
3/31/1999,1.614
4/1/1999,1.6063
4/2/1999,1.6023
4/5/1999,1.6015
4/6/1999,1.592
4/7/1999,1.5975
4/8/1999,1.6083
4/9/1999,1.6068
4/12/1999,1.6127
4/13/1999,1.6135
4/14/1999,1.6124
4/15/1999,1.6103
4/16/1999,1.6112
4/19/1999,1.6075
4/20/1999,1.6135
4/21/1999,1.6074
4/22/1999,1.6117
4/23/1999,1.617
4/26/1999,1.6113
4/27/1999,1.6177
4/28/1999,1.6148
4/29/1999,1.6105
4/30/1999,1.6085
5/3/1999,1.6083
5/4/1999,1.621
5/5/1999,1.6337
5/6/1999,1.6377
5/7/1999,1.635
5/10/1999,1.63
5/11/1999,1.6215
5/12/1999,1.6193
5/13/1999,1.619
5/14/1999,1.6175
5/17/1999,1.6193
5/18/1999,1.6203
5/19/1999,1.6175
5/20/1999,1.6122
5/21/1999,1.602
5/24/1999,1.5978
5/25/1999,1.6021
5/26/1999,1.5963
5/27/1999,1.5957
5/28/1999,1.602
5/31/1999,
6/1/1999,1.615
6/2/1999,1.6075
6/3/1999,1.6055
6/4/1999,1.6074
6/7/1999,1.601
6/8/1999,1.605
6/9/1999,1.6001
6/10/1999,1.6002
6/11/1999,1.6085
6/14/1999,1.6075
6/15/1999,1.595
6/16/1999,1.5862
6/17/1999,1.5925
6/18/1999,1.5924
6/21/1999,1.589
6/22/1999,1.5895
6/23/1999,1.5787
6/24/1999,1.5833
6/25/1999,1.5893
6/28/1999,1.5822
6/29/1999,1.5781
6/30/1999,1.5765
7/1/1999,1.5765
7/2/1999,1.5792
7/5/1999,
7/6/1999,1.5688
7/7/1999,1.5602
7/8/1999,1.5577
7/9/1999,1.5515
7/12/1999,1.5558
7/13/1999,1.5566
7/14/1999,1.5635
7/15/1999,1.5665
7/16/1999,1.5622
7/19/1999,1.563
7/20/1999,1.57
7/21/1999,1.5766
7/22/1999,1.5835
7/23/1999,1.578
7/26/1999,1.5905
7/27/1999,1.5895
7/28/1999,1.5935
7/29/1999,1.613
7/30/1999,1.6207
8/2/1999,1.6145
8/3/1999,1.6185
8/4/1999,1.62
8/5/1999,1.6198
8/6/1999,1.6147
8/9/1999,1.6
8/10/1999,1.618
8/11/1999,1.6107
8/12/1999,1.609
8/13/1999,1.6057
8/16/1999,1.6011
8/17/1999,1.6036
8/18/1999,1.6004
8/19/1999,1.618
8/20/1999,1.6133
8/23/1999,1.6076
8/24/1999,1.5946
8/25/1999,1.5865
8/26/1999,1.5876
8/27/1999,1.5885
8/30/1999,1.5875
8/31/1999,1.6086
9/1/1999,1.6023
9/2/1999,1.6091
9/3/1999,1.6028
9/6/1999,
9/7/1999,1.6057
